"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Honduras","8955579","9112904","9270794","9429016","9587523","9746115","9904608","10062994","10221256","10379104","10536194","10692205","10846964","11000358","11152068","11301787","11449246","11594243","11736709","11876566","12013840","12148487","12280461","12409677","12536085","12659657","12780363","12898151","13012997","13124968","13234179","13340680","13444503","13545541","13643716","13738838","13830802","13919509","14004988","14087264","14166404","14242459","14315419","14385215","14451749","14514879","14574528","14630620","14683162","14732175","14777704","14819745","14858330","14893421","14924957","14952827","14976986","14997433","15014193","15027374","15037107","15043487","15046588","15046437","15043056","15036487","15026740","15013881","14998023","14979255","14957695","14933445","14906623","14877300","14845614","14811650","14775540","14737368","14697307","14655477","14612010","14567049","14520778","14473297","14424795","14375411","14325309"
"Hungary","9804991","9777925","9752970","9729822","9707502","9684680","9660350","9623337","9582674","9538762","9491909","9442364","9390320","9335860","9279037","9219871","9158373","9094665","9029017","8961842","8893662","8824895","8755781","8686410","8616836","8547094","8477206","8407251","8337343","8267612","8198194","8129168","8060572","7992363","7924480","7856812","7789260","7721781","7654309","7586664","7518608","7449948","7380644","7310659","7239913","7168299","7095770","7022304","6947990","6872998","6797546","6721841","6645976","6570059","6494294","6418954","6344251","6270317","6197195","6124988","6053763","5983555","5914449","5846419","5779471","5713528","5648540","5584490","5521375","5459112","5397606","5336771","5276558","5216984","5158014","5099657","5041917","4984766","4928202","4872199","4816742","4761827","4707440","4653621","4600353","4547687","4495652"
"Iceland","328592","330237","332209","334395","336712","339037","341250","342954","344493","345889","347149","348281","349303","350203","350999","351657","352205","352626","352941","353166","353302","353384","353399","353360","353248","353065","352821","352489","352090","351606","351053","350425","349717","348927","348063","347134","346116","345022","343867","342636","341336","339977","338563","337091","335564","333988","332365","330703","329004","327262","325480","323667","321815","319912","317996","316040","314045","312027","309956","307864","305730","303580","301378","299150","296885","294591","292259","289911","287518","285116","282672","280219","277740","275253","272744","270228","267706","265186","262658","260133","257600","255070","252527","249999","247457","244920","242395"
"India","1295600768","1310152392","1324517250","1338676779","1352642283","1366417756","1380004385","1393409033","1406631781","1419655800","1432456474","1445011620","1457308849","1469338564","1481083336","1492524276","1503642327","1514427160","1524862024","1534913994","1544544368","1553723810","1562439276","1570690440","1578478176","1585809325","1592691520","1599123528","1605109395","1610669933","1615832467","1620619203","1625039273","1629096126","1632799155","1636156868","1639176036","1641863424","1644222216","1646250536","1647943596","1649297977","1650314901","1650996767","1651342347","1651349931","1651018523","1650350924","1649348991","1648010013","1646330105","1644308538","1641949501","1639261372","1636253507","1632937511","1629325556","1625426468","1621251731","1616819911","1612152497","1607268682","1602182799","1596905843","1591449717","1585825265","1580043792","1574115574","1568053265","1561872802","1555591485","1549223739","1542781212","1536270161","1529692596","1523047401","1516335379","1509561139","1502732380","1495858466","1488948813","1482011297","1475051740","1468073583","1461077821","1454063085","1447025612"
"Indonesia","255128076","258383257","261556386","264650969","267670549","270625567","273523621","276361788","279134505","281844348","284495157","287089641","289628160","292109442","294532571","296896014","299198430","301439289","303618026","305733068","307782577","309764945","311679189","313524572","315300098","317004821","318637860","320198985","321687660","323102546","324442070","325705345","326892322","328003996","329041879","330008087","330904672","331732936","332494238","333190763","333824984","334399272","334915474","335375495","335781835","336137204","336444037","336704378","336919904","337092352","337223318","337314361","337366863","337382352","337362623","337309600","337224795","337109256","336963569","336788236","336583496","336349489","336086664","335795129","335474182","335122756","334740060","334326070","333880960","333404184","332895182","332353617","331779558","331173507","330536155","329868458","329171327","328445617","327692067","326911436","326104567","325272470","324416340","323537563","322637740","321718694","320782426"
"Iran (Islamic Republic of)","77465769","78492208","79563991","80673888","81800204","82913893","83992953","85028760","86022843","86975821","87892021","88774777","89622542","90432897","91207895","91950580","92663698","93348226","94005180","94637757","95249660","95843970","96422183","96985059","97533913","98069848","98593610","99105643","99605978","100094304","100569989","101032191","101480285","101913164","102328765","102724521","103098083","103448327","103773921","104071928","104338976","104572436","104771310","104935344","105063837","105156363","105212954","105233881","105220142","105173674","105096970","104992558","104862188","104707815","104532635","104340263","104134087","103916401","103689471","103456607","103221317","102986654","102754526","102526495","102304581","102090696","101886276","101692090","101508350","101334988","101171561","101017343","100871944","100734245","100601666","100470938","100339171","100204266","100064724","99919407","99767151","99606428","99435255","99251141","99051025","98831337","98587985"
"Iraq","34411949","35572269","36610632","37552789","38433604","39309789","40222503","41179351","42164963","43170808","44181837","45187253","46185951","47183019","48180890","49183537","50193762","51211828","52236453","53267085","54302761","55342595","56386299","57433490","58483018","59533491","60583717","61632962","62680725","63726360","64769315","65809037","66844924","67876450","68903122","69924499","70940131","71949552","72952393","73948451","74937663","75919842","76894711","77861837","78820718","79770815","80711618","81642774","82564014","83475024","84375484","85265137","86143629","87010661","87866097","88709865","89541806","90361708","91169217","91963812","92744903","93511989","94264721","95002943","95726483","96435248","97129150","97808057","98471733","99119841","99751910","100367642","100966867","101549642","102116233","102667083","103202500","103722618","104227430","104716789","105190610","105648828","106091476","106518728","106930840","107328199","107711273"
"Ireland","4626852","4652420","4695790","4753281","4818694","4882498","4937796","4970209","4999192","5025163","5048499","5069515","5088439","5105492","5120799","5134473","5146608","5157329","5166831","5175372","5183242","5190694","5197811","5204613","5211047","5217003","5222367","5227115","5231246","5234658","5237210","5238807","5239382","5238861","5237101","5233964","5229295","5223048","5215208","5205702","5194482","5181504","5166785","5150355","5132284","5112661","5091590","5069142","5045415","5020542","4994726","4968140","4940872","4913058","4884839","4856387","4827848","4799321","4770880","4742657","4714762","4687284","4660253","4633689","4607616","4582015","4556887","4532187","4507870","4483807","4459853","4435849","4411731","4387441","4362791","4337575","4311631","4284861","4257235","4228784","4199505","4169429","4138576","4106920","4074447","4041104","4006832"
"Isle of Man","83488","83232","83296","83610","84073","84589","85032","85410","85737","86028","86313","86598","86892","87180","87449","87728","87995","88252","88500","88753","88978","89194","89401","89599","89777","89941","90102","90243","90372","90492","90579","90660","90708","90736","90741","90748","90747","90754","90752","90760","90764","90779","90797","90807","90836","90875","90927","90982","91048","91134","91220","91332","91436","91572","91708","91856","92009","92171","92336","92504","92683","92858","93030","93193","93376","93545","93711","93870","94014","94175","94318","94451","94582","94707","94833","94951","95067","95172","95277","95382","95498","95594","95713","95825","95936","96062","96202"
"Israel","7854216","7978496","8108984","8243849","8381507","8519373","8655541","8789776","8922893","9055151","9187044","9318959","9450931","9582849","9714849","9847097","9979695","10112739","10246257","10380262","10514784","10649797","10785322","10921346","11057937","11195123","11332909","11471252","11610081","11749267","11888608","12027944","12167173","12306205","12444875","12583006","12720415","12857026","12992748","13127435","13260964","13393200","13524115","13653677","13781856","13908719","14034287","14158593","14281604","14403393","14524030","14643556","14762002","14879417","14995919","15111714","15226912","15341567","15455643","15569105","15681895","15793945","15905203","16015647","16125202","16233754","16341218","16447535","16552624","16656324","16758485","16858948","16957652","17054532","17149516","17242542","17333599","17422608","17509544","17594359","17677030","17757530","17835851","17911993","17985978","18057810","18127523"
