"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Central African Republic","4464171","4493171","4537683","4596023","4666375","4745179","4829764","4924976","5029069","5140929","5259542","5384043","5513703","5647891","5786146","5928015","6073176","6221173","6371496","6523455","6676342","6829580","6982786","7135894","7288965","7442261","7595970","7750031","7904344","8059063","8214365","8370393","8527186","8684724","8843023","9002071","9161874","9322391","9483645","9645527","9808005","9971001","10134436","10298245","10462333","10626595","10790919","10955223","11119389","11283234","11446576","11609238","11771107","11932097","12092058","12250838","12408337","12564454","12719144","12872358","13024058","13174230","13322854","13469904","13615374","13759297","13901695","14042551","14181886","14319815","14456444","14591876","14726161","14859272","14991198","15121928","15251438","15379718","15506747","15632545","15757098","15880378","16002363","16122997","16242232","16359998","16476168"
"Chad","13663562","14110971","14561658","15016761","15477727","15946882","16425859","16933320","17456929","17995271","18547253","19112081","19689338","20278899","20880899","21495691","22123532","22764349","23417516","24081690","24755160","25436681","26125638","26822218","27526952","28240758","28964299","29697609","30440372","31192535","31953937","32724443","33503995","34292550","35090035","35896392","36711539","37535312","38367542","39208032","40056561","40912889","41776800","42648065","43526343","44411290","45302551","46199871","47102955","48011508","48925215","49843799","50766935","51694338","52625719","53560765","54499202","55440700","56384987","57331784","58280801","59231783","60184459","61138528","62093614","63049313","64005248","64961119","65916718","66871861","67826483","68780414","69733470","70685351","71635774","72584437","73531057","74475366","75417163","76356221","77292348","78225324","79154927","80080916","81003012","81920943","82834426"
"Channel Islands","164107","165387","166922","168666","170496","172264","173859","175017","176157","177285","178385","179469","180511","181537","182538","183506","184440","185338","186210","187036","187841","188605","189341","190038","190702","191328","191929","192499","193035","193545","194026","194481","194903","195302","195655","195988","196299","196581","196837","197074","197282","197473","197638","197798","197929","198044","198161","198269","198362","198453","198545","198634","198719","198815","198909","199008","199112","199230","199345","199471","199587","199721","199855","199993","200135","200271","200415","200556","200694","200840","200969","201114","201255","201386","201536","201681","201824","201981","202137","202286","202441","202609","202768","202940","203103","203275","203458"
"Chile","17758969","17969356","18209072","18470435","18729166","18952035","19116209","19136771","19166196","19200769","19238054","19276986","19317820","19362186","19412712","19472728","19544981","19630372","19726795","19828640","19928193","20019723","20101092","20173209","20237012","20294607","20347562","20395709","20438226","20475363","20507426","20534692","20557282","20575307","20588932","20598332","20603652","20605050","20602638","20596471","20586580","20572986","20555823","20535201","20511314","20484350","20454462","20421787","20386413","20348463","20308109","20265446","20220596","20173624","20124568","20073448","20020277","19965123","19908101","19849205","19788459","19725899","19661586","19595630","19528177","19459393","19389428","19318400","19246410","19173600","19100079","19025995","18951438","18876541","18801488","18726442","18651570","18576999","18502803","18429034","18355764","18283036","18210911","18139447","18068753","17998885","17929946"
"China","1399453966","1406847868","1414049353","1421021794","1427647789","1433783692","1439323774","1444051119","1448185700","1451748240","1454760230","1457243887","1459222302","1460719331","1461759176","1462365837","1462561228","1462363288","1461784146","1460829523","1459500740","1457800831","1455737897","1453322690","1450563383","1447468184","1444044209","1440299840","1436239913","1431863708","1427167909","1422152173","1416823855","1411192852","1405265051","1399046678","1392546442","1385775069","1378747383","1371482242","1364001464","1356326340","1348472054","1340455571","1332302442","1324040953","1315695978","1307283650","1298817263","1290314635","1281793133","1273267131","1264748631","1256244632","1247757145","1239284590","1230826074","1222387743","1213973974","1205579617","1197196484","1188819991","1180452069","1172099810","1163770480","1155473563","1147218224","1139008370","1130850104","1122757719","1114748292","1106835186","1099021336","1091307531","1083701394","1076210683","1068838446","1061581329","1054430156","1047371261","1040388182","1033463041","1026577043","1019710783","1012844370","1005957289","999028416"
"China, Hong Kong SAR","7134668","7185992","7243541","7306315","7371728","7436157","7496988","7537404","7581368","7628619","7678557","7730175","7782033","7832350","7879031","7919826","7952862","7977056","7992591","8001119","8005187","8006723","8006222","8003242","7997795","7989665","7978738","7965239","7949514","7931705","7912001","7890544","7867474","7842954","7817209","7790535","7763127","7735148","7706650","7677686","7648294","7618488","7588345","7557870","7527100","7495976","7464460","7432596","7400332","7367686","7334607","7301059","7267065","7232621","7197637","7162003","7125658","7088623","7050960","7012780","6974245","6935471","6896574","6857614","6818775","6780230","6742139","6704603","6667733","6631711","6596783","6563119","6530808","6499905","6470378","6442183","6415294","6389676","6365359","6342357","6320682","6300308","6281197","6263265","6246416","6230466","6215258"
"China, Macao SAR","590210","602093","612824","622578","631633","640446","649342","658433","667166","675550","683624","691357","698794","705911","712721","719222","725415","731306","736895","742214","747308","752185","756872","761347","765652","769784","773758","777568","781232","784735","788072","791249","794263","797117","799796","802306","804638","806772","808742","810535","812158","813614","814895","816027","817011","817857","818573","819168","819650","820020","820309","820519","820665","820730","820739","820645","820495","820242","819924","819536","819074","818555","817981","817351","816686","815919","815095","814185","813225","812235","811282","810384","809576","808840","808228","807759","807473","807348","807410","807636","808019","808528","809159","809897","810717","811618","812576"
"Colombia","46967706","47520667","48175048","48909844","49661056","50339443","50882884","51076252","51309858","51578156","51875376","52195571","52532535","52879844","53231015","53579699","53920319","54248708","54562776","54862701","55150220","55426532","55690699","55941265","56178570","56403266","56615891","56816506","57004974","57181591","57346659","57500457","57643176","57774968","57896085","58006830","58107416","58198003","58278711","58349715","58411144","58463116","58505761","58539132","58563131","58577574","58582364","58577521","58563138","58539301","58506121","58463707","58412157","58351550","58281920","58203328","58115871","58019719","57915079","57802034","57680615","57550997","57413391","57268218","57115970","56957288","56792745","56622766","56447778","56268310","56084878","55898041","55708228","55515915","55321683","55126126","54929806","54733151","54536582","54340398","54144947","53950516","53757432","53566041","53376681","53189730","53005556"
"Comoros","759390","777435","795597","813890","832322","850891","869595","889458","909795","930577","951746","973260","995114","1017318","1039865","1062766","1086039","1109697","1133683","1157974","1182463","1207117","1231894","1256801","1281873","1307127","1332594","1358281","1384167","1410247","1436552","1463086","1489827","1516784","1543962","1571351","1598942","1626724","1654706","1682883","1711281","1739889","1768701","1797711","1826901","1856218","1885620","1915120","1944683","1974319","2004052","2033855","2063738","2093689","2123704","2153759","2183833","2213926","2244051","2274196","2304340","2334509","2364681","2394857","2425029","2455232","2485458","2515712","2545987","2576263","2606498","2636698","2666851","2696927","2726951","2756888","2786746","2816509","2846174","2875727","2905154","2934461","2963609","2992614","3021450","3050128","3078642"
"Congo","4736965","4856093","4980996","5110701","5244363","5380504","5518092","5661935","5811163","5965361","6124189","6287445","6455043","6626954","6803296","6984217","7169821","7360121","7554902","7753694","7955939","8161143","8369155","8580012","8793827","9010801","9231093","9454714","9681593","9911787","10145294","10382151","10622379","10866047","11113229","11364020","11618495","11876730","12138727","12404544","12674220","12947763","13225179","13506488","13791800","14081215","14374793","14672575","14974514","15280401","15589998","15903111","16219625","16539552","16862996","17190105","17520962","17855572","18193776","18535397","18880173","19227890","19578441","19931804","20287924","20646746","21008263","21372395","21739038","22108184","22479803","22853832","23230234","23608942","23989862","24372883","24757904","25144859","25533742","25924520","26317219","26711814","27108311","27506685","27906891","28308908","28712663"
"Cook Islands","17685","17581","17521","17505","17519","17547","17564","17572","17564","17566","17542","17548","17544","17547","17536","17534","17530","17522","17514","17505","17494","17476","17469","17461","17430","17417","17402","17368","17345","17318","17285","17254","17228","17195","17151","17118","17074","17032","16996","16944","16891","16847","16790","16741","16691","16634","16583","16531","16469","16410","16361","16302","16246","16190","16132","16078","16023","15960","15904","15845","15782","15735","15672","15610","15544","15481","15418","15346","15281","15209","15135","15066","14988","14912","14838","14756","14676","14589","14513","14418","14328","14237","14156","14060","13971","13873","13786"
"Costa Rica","4795390","4847805","4899336","4949955","4999443","5047561","5094114","5141236","5187232","5232072","5275708","5318127","5359280","5399150","5437705","5474918","5510769","5545231","5578302","5609966","5640215","5669030","5696426","5722397","5746924","5770012","5791671","5811879","5830669","5848061","5864111","5878829","5892257","5904404","5915276","5924907","5933316","5940535","5946575","5951445","5955177","5957784","5959275","5959682","5959036","5957423","5954828","5951305","5946865","5941521","5935284","5928179","5920212","5911397","5901726","5891153","5879684","5867315","5854082","5839998","5825037","5809224","5792589","5775185","5757090","5738371","5719129","5699413","5679278","5658810","5638116","5617288","5596361","5575402","5554488","5533681","5513042","5492637","5472468","5452548","5432903","5413518","5394394","5375543","5356942","5338622","5320558"
"Côte d'Ivoire","22647672","23226148","23822726","24437475","25069226","25716554","26378275","27081425","27811867","28567235","29345603","30145406","30965472","31805004","32663583","33540994","34437074","35351374","36283020","37230510","38192072","39166446","40152975","41151925","42164131","43190921","44233383","45291683","46365755","47455999","48562885","49686802","50827865","51986201","53161864","54354947","55565430","56793295","58038359","59300236","60578406","61872419","63181980","64506826","65846516","67200561","68568514","69950050","71344844","72752510","74172656","75604884","77048919","78504541","79971575","81449888","82939361","84439726","85950812","87472627","89005230","90548616","92102611","93666925","95241239","96825210","98418483","100020763","101631809","103251164","104878345","106512950","108154505","109802688","111457461","113118819","114786628","116460524","118139926","119824091","121512257","123203646","124897573","126593344","128290426","129988247","131686365"
